2025.03.16,00:00,41337.9,42291.5,41268.1,42228.8,1212444
2025.03.23,00:00,42229.4,42859.0,41306.9,41461.5,992417
2025.03.30,00:00,41460.9,42591.9,36493.3,36974.0,2627824
2025.04.06,00:00,36974.9,40935.1,36617.1,40380.0,4141716
2025.04.13,00:00,40380.4,40820.2,38915.6,38996.2,1616933
2025.04.20,00:00,38995.7,40399.2,37837.0,39995.8,1507213
2025.04.27,00:00,39996.3,41388.5,39746.0,41129.9,1370771
2025.05.04,00:00,41130.4,41806.4,40666.5,41658.9,1178541
2025.05.11,00:00,41657.3,42674.5,41644.0,42398.1,945637
2025.05.18,00:00,42397.1,42907.8,41181.8,41923.8,1140552
2025.05.25,00:00,41924.4,42752.2,41853.0,42153.3,854593
2025.06.01,00:00,42152.8,42956.4,41873.0,42787.9,849812
2025.06.08,00:00,42788.4,43152.5,41925.3,42234.5,945084
2025.06.15,00:00,42234.0,42749.3,41778.9,42101.9,839855
2025.06.22,00:00,42101.0,44091.3,41999.0,44043.8,666421
2025.06.29,00:00,44044.4,44905.4,43921.6,44714.8,472497
2025.07.06,00:00,44715.4,44883.8,44130.1,44221.2,651285
2025.07.13,00:00,44222.2,44665.4,43773.8,44411.2,654069
2025.07.20,00:00,44410.8,45130.8,44239.4,45070.8,549755
2025.07.27,00:00,45071.4,45151.3,43335.9,43626.2,867202
2025.08.03,00:00,43627.2,44522.0,43618.0,44227.4,839737
2025.08.10,00:00,44226.0,45295.3,43918.9,45037.8,693663
2025.08.17,00:00,45037.0,45785.3,44593.1,45674.8,832635
2025.08.24,00:00,45675.7,45770.4,45134.4,45688.3,753406
2025.08.31,00:00,45688.9,45805.4,44971.7,45537.5,1040543
2025.09.07,00:00,45538.0,46189.6,45315.7,45868.9,799892
2025.09.14,00:00,45869.8,46434.5,45703.8,46288.8,1030089
2025.09.21,00:00,46288.3,46763.6,45823.9,46289.8,949223
